gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ZKSCAN3	1	1	0	0	0	0.9284534039240055	0	0	0	0.9577033837552595	0.6567065624451931	0.9058492671404322	1	0.979802294949402	0.9790755787452324	0.9950479874714564	1	0.995421779202446	0.9999999218089236
SRSF6	1	1	0	0	0	0.9584065003392324	0	0	0	0.975787615342158	0.6579956065010015	0.9060492324856768	1	0.988175345734639	0.9790755787452324	0.9950479874714564	1	0.9954415301779662	0.9999999218089236
C1QTNF3	1	1	0	0	0	1.226918196690959	0	0	0	0.8840352211662195	0.6918789260553986	0.9062761669661161	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9954638914872924	0.9999999218089236
GPATCH3	1	1	0	0	0	0.8223887091242226	0	0	0	0.8889254290577375	0.6618282870765178	0.9062849928015883	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.995464760005371	0.9999999218089236
CRHBP	1	1	0	0	0	1.2189702164501317	0	0	0	0.8876871675474335	0.6904063046746223	0.9062852773605812	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9954647880063469	0.9999999218089236
FAM24A	2	1	0	0	0	1.53950403182643	0	0	0	0.73091550450168	0.7926120174183563	0.9063953429218736	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9954756119005128	0.9999999218089236
ADAMTSL5	1	1	0	0	0	0.8602858672613167	0	0	0	0.9143885911887634	0.6591124781405477	0.9065274726495911	1	0.9573781354974767	0.9790755787452324	0.9950479874714564	1	0.9954885879413417	0.9999999218089236
SLC36A1	1	1	0	0	0	0.9998700924862203	0	0	0	0.9999259539068583	0.6614067944200313	0.9065916272296074	1	0.9999458178576314	0.9790755787452324	0.9950479874714564	1	0.9954948814131943	0.9999999218089236
C17orf99	1	1	0	0	0	1.4091563682857535	0	0	0	0.8071315016670567	0.7338433946303666	0.9067013123724564	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955056308517172	0.9999999218089236
CYP27C1	1	1	0	0	0	0.8493769993540862	0	0	0	0.9071639773512513	0.6604496698627373	0.9068641427216226	1	0.9541086174347629	0.9790755787452324	0.9950479874714564	1	0.9955215641937345	0.9999999218089236
TAS2R20	1	1	0	0	0	1.4325399689094236	0	0	0	0.7981304890917617	0.7404799954167876	0.9068693214298043	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955220704630673	0.9999999218089236
BRIX1	1	1	0	0	0	1.0687286915452832	0	0	0	0.9621416142791749	0.6685587917459554	0.9069043891871239	1	0.981745056806504	0.9790755787452324	0.9950479874714564	1	0.9955254979009015	0.9999999218089236
KRT39	1	1	0	0	0	0.9568977395144406	0	0	0	0.9748899333972458	0.6594574687568152	0.9069145103634779	1	0.9877611724113773	0.9790755787452324	0.9950479874714564	1	0.9955264868680537	0.9999999218089236
ARSG	1	1	0	0	0	0.8716262980049927	0	0	0	0.921811038634048	0.6595162795710716	0.9070520687106304	1	0.9612713665134268	0.9790755787452324	0.9950479874714564	1	0.9955399168619677	0.9999999218089236
OR12D2	2	1	0	0	0	0.6691754744424886	0	0	0	0.737029935519927	0.7576650075660386	0.9070796277331908	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955426049754087	0.9999999218089236
RDH5	1	1	0	0	0	1.234140520606641	0	0	0	0.8807399271123156	0.6947941935093614	0.9071226410421279	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955467988302761	0.9999999218089236
PPM1H	1	1	0	0	0	0.8988413024019418	0	0	0	0.9392661225377508	0.6591238368982976	0.9072477147524882	1	0.9706252974426776	0.9790755787452324	0.9950479874714564	1	0.9955589820959592	0.9999999218089236
SSTR4	3	3	0	0	0	1.0073360814028647	0	0	0	0.9928327321713726	0.661045675328461	0.9073099626566907	1	0.9962223566061044	0.9790755787452324	0.9950479874714564	1	0.9955650391560804	0.9999999218089236
OR2M3	2	2	0	0	0	1.2899111593677142	0	0	0	0.7983876571545165	0.735624252133114	0.9074225958597016	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955759881255618	0.9999999218089236
AZGP1	1	1	0	0	0	1.3146955589138347	0	0	0	0.8454247408723387	0.7126382385193586	0.9076547151416001	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9955985081342317	0.9999999218089236
MRGPRG	3	2	0	0	0	0.8598512820148081	0	0	0	0.867640823999876	0.6752961285254515	0.90773024191053	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9956058228744672	0.9999999218089236
SNAP29	1	1	0	0	0	1.3585556938391203	0	0	0	0.8272472626141925	0.7234691950486045	0.907926521997256	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.995624803144496	0.9999999218089236
NCR3LG1	1	1	0	0	0	1.0456520994422638	0	0	0	0.9745661194295732	0.6681434328047247	0.9081142320835108	1	0.9877091876374493	0.9790755787452324	0.9950479874714564	1	0.9956429150017839	0.9999999218089236
DHRS11	1	1	0	0	0	1.3189963446429434	0	0	0	0.8436107177469259	0.7145682451895059	0.9081509502358456	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9956464533423331	0.9999999218089236
ELL	1	1	0	0	0	0.8160010336675205	0	0	0	0.8845309756517514	0.6664351193949515	0.9082577093858546	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9956567327424749	0.9999999218089236
OR8D4	2	1	0	0	0	0.6976244549345458	0	0	0	0.7638369139558369	0.7337157534543766	0.9083945705921452	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9956698921911833	0.9999999218089236
ZNF705G	1	1	0	0	0	1.3583645907161512	0	0	0	0.827324939087267	0.724556308753578	0.908497261412095	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9956797525559662	0.9999999218089236
VASN	2	2	0	0	0	0.8118182273590637	0	0	0	0.834101981169572	0.6864381748579802	0.9086171090260524	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.995691245636437	0.9999999218089236
TAGAP	1	1	0	0	0	0.804080646214446	0	0	0	0.8762489944113084	0.6692349287798811	0.9088333039450484	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9957119382003962	0.9999999218089236
FASTKD3	1	1	0	0	0	0.8118735375581648	0	0	0	0.8816753318178011	0.6682167360198374	0.9088836006314496	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9957167448492592	0.9999999218089236
THRA	1	1	0	0	0	0.9058321107394816	0	0	0	0.9436701289758028	0.6621795391166637	0.9089574376396178	1	0.9729629934519032	0.9790755787452324	0.9950479874714564	1	0.9957237961082943	0.9999999218089236
METTL21EP	2	1	0	0	0	0.8898089086592853	0	0	0	0.9233061617138021	0.6652026957004842	0.9090703386813255	1	0.9618128952832671	0.9790755787452324	0.9950479874714564	1	0.995734566292675	0.9999999218089236
SPMAP2L	1	1	0	0	0	0.9465072079764529	0	0	0	0.9686699687907316	0.6629254736128649	0.9090739651077716	1	0.984861694136168	0.9790755787452324	0.9950479874714564	1	0.9957349120028561	0.9999999218089236
SPATA25	1	1	0	0	0	1.5251907462301773	0	0	0	0.7641800877495384	0.7734582358445945	0.9091781807270782	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9957448407813237	0.9999999218089236
SYT9	1	1	0	0	0	0.9345674386394591	0	0	0	0.9614401597854383	0.6628786771112853	0.9092238200450351	1	0.9812893793982165	0.9790755787452324	0.9950479874714564	1	0.995749185146323	0.9999999218089236
BCO1	1	1	0	0	0	0.9094629595117402	0	0	0	0.9459448249509756	0.6626884969540782	0.9092452708808866	1	0.9738329124543251	0.9790755787452324	0.9950479874714564	1	0.9957512262403809	0.9999999218089236
PMPCA	1	1	0	0	0	0.8563841561265533	0	0	0	0.9118142071287065	0.6649359326480827	0.909490815843281	1	0.9559276354740897	0.9790755787452324	0.9950479874714564	1	0.9957745543332333	0.9999999218089236
HAGH	1	1	0	0	0	1.1794390055164938	0	0	0	0.9062584588518606	0.6892583158163725	0.9095576810606658	1	0.9538427860862281	0.9790755787452324	0.9950479874714564	1	0.9957808954038704	0.9999999218089236
FCMR	1	1	0	0	0	1.0453595038636403	0	0	0	0.9747254780123045	0.6706652747888147	0.9095614303013945	1	0.987709920433457	0.9790755787452324	0.9950479874714564	1	0.9957812508124005	0.9999999218089236
ALDH5A1	1	1	0	0	0	0.838508288969519	0	0	0	0.8998821294525592	0.666595722237636	0.9096099558313768	1	0.9526255916471302	0.9790755787452324	0.9950479874714564	1	0.9957858493859585	0.9999999218089236
OR6C70	2	1	0	0	0	0.7152107797915651	0	0	0	0.7799662002979797	0.7235886727164792	0.9096762150927091	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9957921243348236	0.9999999218089236
MYLK2	1	1	0	0	0	0.8578728703602584	0	0	0	0.9127977306616923	0.665238997617277	0.9097017058578853	1	0.9563772418727107	0.9790755787452324	0.9950479874714564	1	0.995794537100484	0.9999999218089236
SHBG	1	1	0	0	0	1.0793070121247121	0	0	0	0.9565397532045122	0.6748705626395044	0.9097751262820412	1	0.9797397369814186	0.9790755787452324	0.9950479874714564	1	0.9958014825386855	0.9999999218089236
MYADM	2	2	0	0	0	1.19848198962904	0	0	0	0.8557305019959353	0.7065687380155947	0.9099924255620214	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.995822003936914	0.9999999218089236
ZFP37	1	1	0	0	0	0.8105964160211009	0	0	0	0.8807891695720141	0.6708550701428987	0.9101166664135164	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9958337137292793	0.9999999218089236
AGPAT3	1	1	0	0	0	1.089219017208838	0	0	0	0.9513430699439207	0.6767630354388812	0.9101425284068485	1	0.9767864911847062	0.9790755787452324	0.9950479874714564	1	0.9958361491085771	0.9999999218089236
BBS12	1	1	0	0	0	0.7598221113512199	0	0	0	0.8445455818807741	0.6814974308526627	0.9104589366921272	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.995865885242687	0.9999999218089236
RPS4X	1	1	0	0	0	1.3009183844132426	0	0	0	0.8512831795214485	0.7152001424900656	0.9105896963717195	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9958781419586574	0.9999999218089236
RRM2	1	1	0	0	0	0.9566449382962395	0	0	0	0.9747393862792628	0.6664469507301456	0.910823829750217	1	0.987709920433457	0.9790755787452324	0.9950479874714564	1	0.9959000414652309	0.9999999218089236
TUBB4A	2	2	0	0	0	0.9561075439832607	0	0	0	0.9640126730336718	0.6657196479706702	0.9108971586200254	1	0.9823844328757795	0.9790755787452324	0.9950479874714564	1	0.9959068878539172	0.9999999218089236
NRM	1	1	0	0	0	1.3928963022617173	0	0	0	0.8134987942985455	0.7387492285847281	0.9111420425213226	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9959297087976103	0.9999999218089236
OR13A1	2	2	0	0	0	1.2752728846412416	0	0	0	0.8072183975413636	0.7378486245592815	0.9113243578665764	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9959466561818772	0.9999999218089236
TGIF2LY	1	1	0	0	0	1.6244447857565747	0	0	0	0.7305994060807297	0.8158851458629399	0.9113430117439987	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9959483881228529	0.9999999218089236
GALNT9	1	1	0	0	0	0.783334412875309	0	0	0	0.8615779990023873	0.67829708158048585	0.9114758812545868	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9959607135020826	0.9999999218089236
ZNF282	1	1	0	0	0	0.7886290743662767	0	0	0	0.8653536281863572	0.6775870648579412	0.9116321692385372	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9959751864597425	0.9999999218089236
PRICKLE4	1	1	0	0	0	1.0427012459391687	0	0	0	0.9761753830143496	0.674625093553681	0.9119327814672327	1	0.9884137572174634	0.9790755787452324	0.9950479874714564	1	0.9960029491521368	0.9999999218089236
ERG	1	1	0	0	0	0.9115890353365143	0	0	0	0.9472728077906983	0.667717409692552	0.911971780278967	1	0.9748185434513139	0.9790755787452324	0.9950479874714564	1	0.9960065435795615	0.9999999218089236
EPHX3	1	1	0	0	0	1.111956250745448	0	0	0	0.9396099343101487	0.6832442630640974	0.9120569422802829	1	0.970688911505563	0.9790755787452324	0.9950479874714564	1	0.9960143869609107	0.9999999218089236
VKORC1L1	1	1	0	0	0	1.4429859933075442	0	0	0	0.7941677098870042	0.7549852383824941	0.9122152103828555	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.996028942260234	0.9999999218089236
ZNF852	1	1	0	0	0	0.8863108196992109	0	0	0	0.9312912771821886	0.6690782590607041	0.9124523846198751	1	0.9662871152172382	0.9790755787452324	0.9950479874714564	1	0.99605070284294706	0.9999999218089236
TTC36	1	1	0	0	0	1.442200507526955	0	0	0	0.794464456987449	0.7554703042913113	0.91253561995712	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9960583250163034	0.9999999218089236
RBFA	1	1	0	0	0	1.1728010430541034	0	0	0	0.9094450063666952	0.6938519082343495	0.9126889965805853	1	0.9549739529295322	0.9790755787452324	0.9950479874714564	1	0.9960723504073888	0.9999999218089236
FCRLA	1	1	0	0	0	1.149962038432522	0	0	0	0.9205630414694095	0.6904392560115018	0.9128800070170372	1	0.9602786343941575	0.9790755787452324	0.9950479874714564	1	0.996089781152852	0.9999999218089236
SERPINB3	1	1	0	0	0	1.1285599578946806	0	0	0	0.9312033590650155	0.6872048045592161	0.9129159967632594	1	0.9662871152172382	0.9790755787452324	0.9950479874714564	1	0.9960930609388139	0.9999999218089236
ZDHHC1	1	1	0	0	0	0.8454676242573679	0	0	0	0.9045544668484946	0.6726500678757475	0.9130329804732826	1	0.9536232933173575	0.9790755787452324	0.9950479874714564	1	0.9961037119946489	0.9999999218089236
FN3K	1	1	0	0	0	1.1796624217877705	0	0	0	0.9061515546350144	0.6957639397811461	0.9130851531906237	1	0.9537818440090806	0.9790755787452324	0.9950479874714564	1	0.9961084573487788	0.9999999218089236
OR6C75	2	1	0	0	0	0.7105652551436877	0	0	0	0.7757378829075317	0.7365230974798092	0.9132202846160126	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9961207343281947	0.9999999218089236
RGPD4	4	10	1	0	0	1.2792430735272424	1.199819123942545	1.199819123942545	0	0.671008239433818	0.8727967007498008	0.9136627967969129	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9961607975711071	0.9999999218089236
ZNF763	1	1	0	0	0	1.0818122343974492	0	0	0	0.9552215586253665	0.6826167860946528	0.9139098585569733	1	0.9789612688018184	0.9790755787452324	0.9950479874714564	1	0.9961830722925229	0.9999999218089236
SDSL	1	1	0	0	0	1.2542005328498036	0	0	0	0.87170152292499	0.7115439091594058	0.9139120327248893	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9961832680157843	0.9999999218089236
WDR18	1	1	0	0	0	0.9965939454865178	0	0	0	0.9980553731601642	0.6743532365114109	0.9139664107234002	1	0.9991352766056181	0.9790755787452324	0.9950479874714564	1	0.9961881615574995	0.9999999218089236
ZNF578	1	1	0	0	0	0.79214105934088	0	0	0	0.8678460778479755	0.6822643854003111	0.9141731783046572	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.996206739283708	0.9999999218089236
CRYM	1	1	0	0	0	1.2474429435241048	0	0	0	0.8747276723521307	0.7108030656961384	0.9142507479443432	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9962136967240254	0.9999999218089236
VPS72	1	1	0	0	0	0.9926045854775755	0	0	0	0.9957692110192186	0.6747205379569448	0.9143148816197401	1	0.9979478465673106	0.9790755787452324	0.9950479874714564	1	0.9962194440845251	0.9999999218089236
GASK1A	1	1	0	0	0	0.8563659508910925	0	0	0	0.9118021701716229	0.6748661582570633	0.9146132915759227	1	0.9559276354740897	0.9790755787452324	0.9950479874714564	1	0.9962461270336697	0.9999999218089236
RASSF9	1	1	0	0	0	1.0408123662298423	0	0	0	0.977207966458787	0.6797753629795458	0.9148761665262036	1	0.9889818364388074	0.9790755787452324	0.9950479874714564	1	0.9962695518837671	0.9999999218089236
PDLIM2	1	1	0	0	0	0.7647299314236475	0	0	0	0.8481370643682357	0.6902416230781971	0.9150131969801395	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9962817327501473	0.9999999218089236
CPOX	1	1	0	0	0	0.9325870588754677	0	0	0	0.9602323727633598	0.6735355281415718	0.9150217002248239	1	0.9809974230246712	0.9790755787452324	0.9950479874714564	1	0.996282487941542	0.9999999218089236
ZNF391	1	1	0	0	0	1.1826794753319627	0	0	0	0.9047101015169678	0.6999865166469326	0.915062615111653	1	0.9536232933173575	0.9790755787452324	0.9950479874714564	1	0.9962861205755339	0.9999999218089236
PTCHD1	1	1	0	0	0	0.7079975477524442	0	0	0	0.8054115895501676	0.7104753766223053	0.915063968694924	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9962862407223526	0.9999999218089236
FLVCR2	1	1	0	0	0	0.9277896318129208	0	0	0	0.9572962775452318	0.6735849367269322	0.9150787449525716	1	0.9797977991344793	0.9790755787452324	0.9950479874714564	1	0.9962875521629633	0.9999999218089236
SLC22A11	1	1	0	0	0	0.885219819842157	0	0	0	0.9305919569313902	0.6742039135273983	0.9151077593853392	1	0.9657713596221049	0.9790755787452324	0.9950479874714564	1	0.9962901265933888	0.9999999218089236
CHRNA1	1	1	0	0	0	0.9265679629259725	0	0	0	0.95654627009525806	0.6736836053057166	0.9151369202586893	1	0.9797397369814186	0.9790755787452324	0.9950479874714564	1	0.9962927130904765	0.9999999218089236
OR2H1	1	1	0	0	0	1.3992898258806905	0	0	0	0.8109844036091505	0.7490978189982407	0.9151718427252609	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9962958094038455	0.9999999218089236
CPZ	1	1	0	0	0	0.8063526962756993	0	0	0	0.8778357807056615	0.6823722265314958	0.9154170673685357	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9963175141045202	0.9999999218089236
TAB1	1	1	0	0	0	0.9208483254312851	0	0	0	0.9530222281585486	0.6743165933885253	0.9154876138768776	1	0.9778399920336316	0.9790755787452324	0.9950479874714564	1	0.9963237459696479	0.9999999218089236
MRPS26	1	1	0	0	0	1.3027085649038397	0	0	0	0.8505178345771894	0.7253680693402162	0.9155255199677931	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.996327092233759	0.9999999218089236
KRT12	1	1	0	0	0	0.934256911673125	0	0	0	0.9612509397769659	0.6747825431981211	0.9156705904533884	1	0.9812893793982165	0.9790755787452324	0.9950479874714564	1	0.9963398842323465	0.9999999218089236
OR8B12	2	2	0	0	0	1.3619730879706815	0	0	0	0.7567478195284705	0.7924567226230043	0.9157854104660632	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9963499925157058	0.9999999218089236
CLN5	1	1	0	0	0	1.0727681217507594	0	0	0	0.9599956363088763	0.6853178082568909	0.9159837236604995	1	0.9808070476676274	0.9790755787452324	0.9950479874714564	1	0.9963674172931701	0.9999999218089236
ZG16	2	1	0	0	0	0.9647852194761218	0	0	0	0.9765204814211637	0.6757484344505043	0.9162261853779701	1	0.9885358089212061	0.9790755787452324	0.9950479874714564	1	0.9963886628422591	0.9999999218089236
LHPP	1	1	0	0	0	1.3024398043002956	0	0	0	0.8506326574327319	0.7269313411773624	0.916329152686778	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9963976658742274	0.9999999218089236
KLHL10	1	1	0	0	0	0.7695515503490133	0	0	0	0.8516467272109265	0.6924570640040858	0.9165601397016132	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9964178203258566	0.9999999218089236
GPR39	2	2	0	0	0	0.9985080726045252	0	0	0	0.9988025588477922	0.6780715005226665	0.9166871628614509	1	0.9996242804099871	0.9790755787452324	0.9950479874714564	1	0.9964288787468181	0.9999999218089236
C11orf16	1	1	0	0	0	1.0125212414036928	0	0	0	0.9929082016740974	0.6806641252575968	0.9167426257260956	1	0.9962223566061044	0.9790755787452324	0.9950479874714564	1	0.9964337017291179	0.9999999218089236
RNF183	1	1	0	0	0	1.611596934264629	0	0	0	0.7347947314578178	0.8268471023493048	0.9167782341961155	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9964367964290236	0.9999999218089236
HAS3	1	1	0	0	0	0.8465035737395287	0	0	0	0.9052470214582111	0.6800808761659645	0.9168024796687458	1	0.9536232933173575	0.9790755787452324	0.9950479874714564	1	0.9964389027896455	0.9999999218089236
HSPB8	2	1	0	0	0	0.8689565126649352	0	0	0	0.9076773285854363	0.6831471093879489	0.9169766024196988	1	0.9542010004637823	0.9790755787452324	0.9950479874714564	1	0.9964540111199243	0.9999999218089236
REXO4	1	1	0	0	0	0.9870226902976392	0	0	0	0.9925549252416725	0.6794270745514881	0.9170478311970428	1	0.9962223566061044	0.9790755787452324	0.9950479874714564	1	0.9964601819883299	0.9999999218089236
OR4E2	3	2	0	0	0	0.904538342301659	0	0	0	0.9119567839926827	0.6831742508973493	0.9171230985110246	1	0.9559276354740897	0.9790755787452324	0.9950479874714564	1	0.9964666967214015	0.9999999218089236
GCM2	1	1	0	0	0	0.9094949050823502	0	0	0	0.9459648004405017	0.6775707848609644	0.9171604902621869	1	0.9738329124543251	0.9790755787452324	0.9950479874714564	1	0.9964699308532465	0.9999999218089236
GPN2	1	1	0	0	0	1.222191801828677	0	0	0	0.8862036655283542	0.7115408107808556	0.9172512276569396	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9964777726820139	0.9999999218089236
ZSWIM3	1	1	0	0	0	0.7889676262861447	0	0	0	0.8655943119254257	0.6895666722242992	0.9172759442404173	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9964799072161554	0.9999999218089236
AEBP2	1	1	0	0	0	0.9079366788312371	0	0	0	0.9449896708177388	0.6778569161896324	0.9172982714313335	1	0.9735905624508734	0.9790755787452324	0.9950479874714564	1	0.9964818348288482	0.9999999218089236
RCCD1	1	1	0	0	0	1.0145517653690819	0	0	0	0.9917665242935959	0.6819401984360806	0.9173398651264469	1	0.995827389124849	0.9790755787452324	0.9950479874714564	1	0.9964854243613829	0.9999999218089236
TMEM201	1	1	0	0	0	0.8135584720212656	0	0	0	0.88284260128938	0.6852871093673896	0.9173488850455469	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.996486202530837	0.9999999218089236
CFC1	1	1	0	0	0	1.3626351717639635	0	0	0	0.8255922230809086	0.7440206849977176	0.9173863348814745	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9964894324669805	0.9999999218089236
HSD17B2	1	1	0	0	0	1.1438187609869184	0	0	0	0.9235950129913304	0.6980726057271492	0.9175058362663647	1	0.9618948757484753	0.9790755787452324	0.9950479874714564	1	0.9964997288812293	0.9999999218089236
RUNDC3A	1	1	0	0	0	0.9564658065446012	0	0	0	0.9746326869208204	0.6790474743247062	0.9176295883855464	1	0.987709920433457	0.9790755787452324	0.9950479874714564	1	0.9965103751401174	0.9999999218089236
MAPK1IP1L	1	1	0	0	0	1.4433686045864584	0	0	0	0.7940232362379581	0.7679835184016556	0.9178402279100066	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9965284578488854	0.9999999218089236
CDT1	1	1	0	0	0	0.7775846490007562	0	0	0	0.857453128316501	0.6933681654727828	0.9178508569234413	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9965293690333595	0.9999999218089236
DUSP29	1	1	0	0	0	1.4504601607694998	0	0	0	0.7913540174606599	0.7702925013967201	0.9178889091758627	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.99653263009762	0.9999999218089236
THAP3	1	1	0	0	0	1.347968975696124	0	0	0	0.83157020802621	0.7415014395273907	0.9179876320315591	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9965410832554129	0.9999999218089236
FAM220A	1	1	0	0	0	1.4088119117494815	0	0	0	0.8072654574501227	0.7582005638964654	0.9180550287303023	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9965468480086631	0.9999999218089236
CBX8	1	1	0	0	0	0.9665034511786759	0	0	0	0.9805815705974966	0.6802697581798007	0.9180671775871647	1	0.9906077588679958	0.9790755787452324	0.9950479874714564	1	0.9965478866305871	0.9999999218089236
PCDHGB2	1	1	0	0	0	0.7018612235462106	0	0	0	0.8006271753311771	0.7219024442723598	0.9182903436570122	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9965669367962974	0.9999999218089236
GET4	1	1	0	0	0	1.171138628962141	0	0	0	0.9102461777509225	0.7045126648765312	0.9185054448655711	1	0.9552782246014939	0.9790755787452324	0.9950479874714564	1	0.9965852471895662	0.9999999218089236
MBNL2	1	1	0	0	0	1.021279438817837	0	0	0	0.9880003756684307	0.6847338310603142	0.9185309990089324	1	0.9941849955584069	0.9790755787452324	0.9950479874714564	1	0.9965874191265637	0.9999999218089236
ADIPOR1	1	1	0	0	0	1.0743473570761988	0	0	0	0.9591589635819594	0.6905574524179521	0.9186947602690648	1	0.9804154010691764	0.9790755787452324	0.9950479874714564	1	0.9966013208997813	0.9999999218089236
TRAF2	1	1	0	0	0	0.9450147057125674	0	0	0	0.9677710718694298	0.681710233883233	0.9191991777832338	1	0.9844105640379714	0.9790755787452324	0.9950479874714564	1	0.996643957736419	0.9999999218089236
GGACT	1	1	0	0	0	1.648520070037443	0	0	0	0.7228535583600687	0.8532242965113427	0.9192943337675541	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9966519699358101	0.9999999218089236
SLC25A48	1	1	0	0	0	1.0632423924586194	0	0	0	0.9650699143096757	0.6905927832461701	0.9194059781127889	1	0.9828957570050509	0.9790755787452324	0.9950479874714564	1	0.9966613579091111	0.9999999218089236
PAQR6	1	1	0	0	0	1.152915387955487	0	0	0	0.9191117414507686	0.7038730871773102	0.9197757535108874	1	0.9594719060302639	0.9790755787452324	0.9950479874714564	1	0.9966923548590321	0.9999999218089236
LHX4	1	1	0	0	0	1.0552651187370063	0	0	0	0.9693560662618359	0.6905333073007507	0.9198453299927871	1	0.9851475811257506	0.9790755787452324	0.9950479874714564	1	0.9966981705876145	0.9999999218089236
GJA10	1	1	0	0	0	0.8990117383845224	0	0	0	0.9393738749223727	0.6836805122301977	0.9201769614204336	1	0.9706414557248534	0.9790755787452324	0.9950479874714564	1	0.9967258185337651	0.9999999218089236
EFNA4-EFNA3	1	1	0	0	0	1.3727491500876319	0	0	0	0.8215145493838236	0.7531989421343959	0.9203375899736036	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9967391670880807	0.9999999218089236
TNFRSF10C	1	1	0	0	0	1.3937225682657666	0	0	0	0.8131730588874209	0.7592390146338751	0.9204133920589981	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.9967454566562094	0.9999999218089236
ZNF230	1	1	0	0	0	0.9507763837566705	0	0	0	0.9712335964950156	0.6842405972209756	0.9204353016170234	1	0.9862574349614663	0.9790755787452324	0.9950479874714564	1	0.9967472734070307	0.9999999218089236
ZNF219	1	1	0	0	0	0.7219086094930914	0	0	0	0.8161375609597132	0.7182870216800024	0.9205788251881557	1	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.99675916155139	0.9999999218089236
ZNF491	1	1	0	0	0	0.9757183667736891	0	0	0	0.9859895219327404	0.6857699427781891	0.9207245076743313	1	0.9931328945818081	0.9790755787452324	0.9950479874714564	1	0.9967712056364396	0.9999999218089236
